title,comment,recommend
گول برندشو نخورین,شیائومی همیشه هنذفری های خیلی با کیفیتی میزنه و طبق تجربه ای که از این برند داشتم این محصول رو خریدم اما وقتی رسید از نظر کیفیت صدا خیلی تو ذوقم خورد، صدا خفه اس و بیسش بیش از حد بالا، البته شاید این سلیقه من باشه ولی اصلا صداش شبیه محصولات با کیفیت نیست و حس هنذفری مترویی میده، اما خوب کیفیت سیمش به نظر خوبه,not_recommended
استفاده از مواد بی کیفیت.,لرزش دسته  سیم جمع کن  ضعیف.,not_recommended
مارک جوما,بعد از یکسال که هر هفته سالن میرم این کفش مثل روز اولش سالم و قشنگ مونده تو بیرون هم بیشتر با این کفش میرم خیلی عالیه هم ادیداس هم نایک داشتم اندازه این کفش باهاش حال نکردم خیلی با دوام و قشنگه این دومین نظرمه برای دوستاران فوتسالی بهترین پیشنهادم خرید این کفشه با اینکه وزنم سنگینه هر کفشی میگرفتم بعد سه چهار ماه پاره میشد اما این عالیه عالی..,recommended
ابعاد نامناسب نسبت به گلس قبلیم,"قبل از اینکه اینو بگیرم یه گلس نیلکین رو گوشیم بود که دو سال و نیم عمر کرد و اطرافش اصلا حباب نبود 
این اطرافش خیلی خالیه بیشتر از قبلی به حدی کی حاشیه ی کناریش قسمتی از صفحه رو هم نمیپوشینه 
و گوشه هاش خیلی انحنای بیش از حد داره و ظاهر گوشی رو زشت کرده بای این اوصاف اما هنوزم بعضی قسمتای پایینش نمیچسبه
تاچ گوشی رو ضعیف نکرده",not_recommended
خیلی عالی و جمع و جور,"خیلی عالیه
با توجه به قیمت و کیفیتش خیلی به‌صرفه و دارای ارزش خرید بالایی هستش
بهتون پیشنهاد میکنم
در ضمن رنگ نورش مایل به آفتابیه",recommended
پارت برندی بی نظیر,پارت همیشه جزو برترین برند مربوط به ملزومات برقی بوده و هست,recommended
خیلی خوبه,خوبه فقط یکم موقع اصلاح خیلی باید رو صورتت مانور بدی تا قشنگ اصلاح کنه,recommended
بسیار بی‌کیفیت,پولتون رو دور نریزید,not_recommended
ضخیم هست,بدرد نمیخوره,not_recommended
خیلی چیز بدی هست و اگر سیم نباشه به اون یکی قسمتش کار نمیکنه,"من این را چند روزی میشه خریدم نه صدا داره نه جا فلشی نه چیزی


خواهش میکنم قبل از خرید حتما برسی دقیق کنید",not_recommended
کیفیت محصول,واقعامحصول‌خوب‌وبا کیفیتیه‌و نسبت به قیمتش ارزش خرید داره,recommended
از هر نظر عالی,بهترین هندزفری تو این قیمت تو خریدش شک نکنید,recommended
کتاب ما چگونه ما شدیم,"این کتاب واقعا عالی هستش و باعث میشه ریشه و دلیل اکثر اتفاقاتی که الان در ایران میفته رو بهتر درک‌کنید.
ورژن قدیمی و pdf کتاب دراینترنت موجود هست منتها این چاپ چیزهایی رو به اون اضافه کرده. حتما بخونید این کتاب رو.
تنها ضعفش کیفیت نسبتا پایین کاغد کتاب هست که کاهی هست.",recommended
خیلی خوب است و جنس خوبی دارد,به نظر من لگوی خوب و باکیفیت است و به قول معروف فابریک است,recommended
کیفیت بسیار پایین ، قفل بی کیفیت، بند باریک و بدون کیفیت,بسیار بد و غیر قابل قبول,not_recommended
بدترین مودمی که میشد خرید رو خریدم,گول امکانات و قابلیت هاشو خوردم به هیچکس پیشنهاد نمیکنم اینو بخره.,not_recommended
به صرفه واصل,"پیشنهاد میکنم... واسه دوستان..امتحان کنن.. برند شناخته شده ای هست..
فقط یه نکته اینکه ..با ۱ دیقه مسواک زدن نباید توقع پاک کنندگی کامل داشته باشبن.. زمان مسواک رو بیشتر کنین تا تاثیرش رو ببینین",recommended
دمپایی,ضمن عرض تشکر از سایت دیجی کالا بنده این محصول رو تهیه کردم و خیلی راضی هستم چون هم زیباست هم راحت,recommended
فقط صدای خوبی داره,من با قیمت کمتر چند ماه پیش در دیجی کالا گرفتم.کیفیت سیم عالی هستش ولی میکروفون عملا کار نمیکند.با این قیمت کار بهتری هم میشه خریداری کرد.,not_recommended
صندلی تاشو,سلام من این محصول امروز به دستم رسیده و در شگفت انگیز خریدم در خریدش شک نکنید بسیار محکمه جا کم میگیره و خیلی راحت هست من با خیال راحت بهش تکیه دادم نشینمن و پشتیش اصلا اذیت نمیکنه یادتون باشه حتما تو شگفت انگیز خرید کنید من شش عدد خریدم ضمنا اتصالاتش پیچیه پرچ نیست که لق بشه موفق باشید,recommended
بسیار نازک,"بسیار نازک
به گوشی میچسبه و بعضی جاهاش هوا میگیره.با ناخن خط میوفته .در کل ریختن پول تو سطل زبالس",not_recommended
بی ارزش و گمنام!,"با یک جستجو در سایت دیجیکالا به این کارت یو اس بی 3 رسیدم! چون مادربورد من پورت یو اس بی 3 نداشت! مثل همیشه و با خیال راحتی که اگه مشکلی داشته باشه دیجیکالا موضوع رو حل میکنه خرید رو انجام دادم!
وقتی تحویلش گرفتم اولین چیزی که تو ذوقم زد بسته بندی و کیفیت پایین بورد و بدنه اون بود! اما گفتم مهم کاراییه! ولی متاسفانه این کارت به هیچ عنوان شناسایی نشد روی سیستم و خرابه! به دیجیکالا زنگ زدم و گفتم موضوع رو ولی گفتن روالمون عوض شده و قطعات داخلی کامپیوتر دیگه جزو ضمانت 7 روزمون نیست! و باید به گارانتی مراجعه کنید! گارانتی این دستگاه یک کارت بی نام و نشون به اسم شرکت سیلور پالمه! که نه آدرسی داره نه شماره تلفنی و نه توی اینترنت ازش و راجبش اطلاعاتی هست! انگار که یه مغازه برداشته باشه خودش اینو گارانتی کرده باشه و حتی شماره تلفنش رو روی اون نذاره!! تنها اسم یک سایت روی اون هست که جالبه سایتش بالا هم نمیاد!!",not_recommended
نامناسب برای پوست حساس,من یک ساله از این دستگاه استفاده میکنم و تا زمانی که تیغه هاش رو دوباره عوض نکرده بودم، عملا میتونم بگم هر بار استفاده ازش برام عذاب آور بود. تیغه های خودش کند بودن و سرعتش پایین بود. در کل اگر پوست حساسی دارین بهتره برین سراغ یه مدل دیگه.,not_recommended
